index,premise,hypothesis,label
169,보험료를 이중으로 지급하거나 금액이 잘못 지급된 경우다.,보험료를 이중으로 납부한 경우일 뿐이다.,contradiction
170,"법무부는 이들에게 체류자격 신청 수수료 면제, 체류기간 연장 신청 시 가점 부여, 가족 초청·체류 요건 완화 등의 방안도 적극 시행하고 있다.",그들은 법무부의 조치에 감사해하고 있다.,neutral
171,신청대상은 혼인신고를 앞둔 예비부부 또는 혼인신고 후 3년 이내 신혼부부로 신청일 현재 광양에 주소를 두고 있어야 한다.,지원대상은 독거노인 또는 소년소녀 세대주가 대상이다.,contradiction
172,특히 공공콘텐츠 제작 도구와 촬영실 등을 대여해 자체 온라인 콘텐츠 제작을 지원할 계획이다.,"공공콘텐츠 제작도구, 촬영실 등을 대여해 자체 온라인 콘텐츠 제작을 지원할 계획이다.",entailment
173,"공식 유튜브 채널에서는 박물관에서 열리는 전시회, 문화행사, 특별전 등을 비롯해 주제별 전시해설 영상을 볼 수 있다.",공식 유튜브 채널 구독자는 200만 명이다.,neutral
174,그는 군비는 물론 일반 경비까지 억제하려 했으나 반응이 좋지 않았고 왕위에 오른 지 3개월이 채 되지 않아 레토 대위가 이끄는 병사들에게 암살당했다.,그는 암살되었다.,entailment
175,이에 따라 정부가 우선 기초생활보장종합계획 개편을 단기과제로 추진한다.,정부가 이번 분기 안에 기초생활보장종합계획 개편을 마무리할 계획이다.,neutral
176,이 드라마 때문에 내 삶이 안 좋은 것 같아.,요즘 삶이 안 되는 이유는 이 드라마 때문인 것 같다.,entailment
177,"오, 정말 재미없어. 저는 이 감독님의 영화를 다시 보지 않을 거예요.",이 감독의 영화는 정말 지루해요.,entailment
178,"녹색기업 육성, 산업단지 조성 등 녹색산업 생태계 조성을 위해 2025년까지 7조6000억원을 투입해 일자리 6만3000개 창출에도 나선다.",삼성은 7조 6천억 원을 투자할 것이다.,neutral
179,이에 따라 군은 반려동물과 비반려동물 간 갈등을 예방하기 위해 반려인의 법적 의무 준수 및 반려동물 입장권 준수 촉진을 위한 캠페인을 추진한다.,군의 캠페인은 시민단체의 영향이 컸다.,neutral
180,퍼셉트론(Perceptron)은 1957년 코넬 항공 연구소의 프랭크 로젠블랫이 설계한 인공 신경망의 일종이다.,퍼셉트론은 코넬대학이 설계했다.,contradiction
181,당신은 가장 멋진 타잔을 만날 수 있습니다.,타잔을 볼 수 있습니다. 지금까지 가장 비열한.,contradiction
182,"김성수는 불쾌감을 드러내지 않았지만 분개했고, 김구를 바라보는 한국 민주당과 그 후손들의 시선도 좋지 않았다.",김성수의 불쾌감은 한국 민주당에서 비롯됐다.,neutral
183,혁신 중소기업 48개사가 우수기업 연구기관으로 지정됐다.,혁신 중소기업 48개사가 우수기업 연구기관으로 지정됐다.,entailment
184,그곳은 공항과 가깝고 아주 좋은 곳입니다.,그곳은 공항과 가까워서 인기 있는 장소입니다.,neutral
185,세월호 실종자 수색작업을 지원하던 어선에 타고 있던 선원이 갑자기 쓰러져 병원으로 옮겨졌으나 숨졌다.,그 어선의 선원들은 실종자 수색 작업을 지원했다.,entailment
186,이날 방송에서는 캐릭터 커뮤니티에 몰입한 사건 당일 가해자 김양의 행동이 재구성됐다.,김씨의 행적을 재구성하는 과정에서 그는 새로운 증거를 발견했다.,neutral
187,미추홀구는 인천광역시의 중심에 위치한 구입니다.,미추홀구는 인천에서 가장 큰 구입니다.,neutral
188,한나와 우진은 산에서 위기를 겪자 위험에 처한 해나를 찾아가 구하며 회사 워크숍에서 더욱 가까워진다.,한나는 산에서 곤경에 처했다.,entailment
189,단순해 보이는 이 글은 게재된 지 36시간 만에 11만 건이 넘는 조회수를 기록하며 네이트 인기 에디션이 됐다.,이 기사는 네이트 판의 인기 기사가 되었습니다.,entailment
190,이 때문에 김영록 지사가 17일 직접 현장을 방문해 점검 및 최종 점검회의를 열 계획이다.,오는 20일 최종 점검회의가 열릴 예정이다.,neutral
191,숙소는 사진과 같이 깔끔하고 깨끗합니다.,숙소가 사진과 같이 깔끔해요.,entailment
192,그 아파트는 사진처럼 예쁘고 매우 편리합니다.,특히 아파트의 교통이 매우 편리하다.,neutral
193,더불어민주당 김태년 의원이 포털사이트에서 외부인으로부터 받은 사진 중 절반가량을 가져왔다고 밝혔다.,김태년 의원은 국민의당 소속이다.,contradiction
194,사무실의 크기와 우리의 크기를 그대로 보여드리고 싶었습니다.,우리는 우리의 진짜 모습을 감추고 싶었습니다.,contradiction
195,또한 제공된 정보는 시설명과 주소뿐이어서 별도의 문의 없이 돌봄 프로그램 내용과 신청 가능 여부 등을 알기 어려웠다.,문의에 많은 제약이 있었습니다.,neutral
196,"이에 따라 중앙재난안전대책본부는 음식 제공방법에 따라 음식점을 일반음식점, 단체음식점, 뷔페식당으로 분류하고 종류별 핵심수칙을 제시했다.",단체 레스토랑과 뷔페 레스토랑의 핵심 규칙은 동일합니다.,neutral
197,그래서 저도 고용이 보완되어야 한다는 것에 동의합니다.,나는 고용이 보완되어야 한다는 사실에 반대하지 않는다.,entailment
198,배우들의 심리가 연기와 영상을 통해 잘 풀어졌다.,그는 배우들의 심리를 연기로만 해결했어요.,contradiction
199,"천정명 씨, 택연 씨 연기도 최고지만 나머지 분들은 최고입니다.",택연이 처음 출연한 것을 고려하면 나쁘지 않은 연기 수준이었다.,neutral
200,"쏟아지는 빗속, 길 잃은 아기 고양이가 찾아옵니다.",당신은 길 잃은 고양이를 키우게 될 것입니다.,neutral
201,"아울러 저지대 산사태, 제방 옹벽 등 붕괴위험지역 예보를 강화하고, 위험시 주민 선제 대피 등 후속조치를 취하기로 했다.",붕괴가 일어날 수 있는 지역을 잘 살펴보기로 했다.,entailment
202,무엇보다 사회자의 따뜻한 배려에 감동했습니다.,비 오는 날 사회자가 우산을 챙겨주는 모습이 감동적이었다.,neutral
203,나쁜 뜻은 아니지만 각각의 장점이 존재합니다.,각각의 장점이 있다고 해서 나쁜 것은 아닙니다.,entailment
204,가족들이 머물기에 대체로 만족스러운 숙소였다.,우리 가족이 머무르는 것도 나쁘지 않았어.,entailment
205,시민들과 함께 줄을 서서 사진을 찍던 백종원이 대기 줄에서 낯익은 얼굴을 발견했다.,백종원은 시민들과 사진을 찍지 않았습니다.,contradiction
206,내가 여태까지 머물렀던 숙소 중 정말 최악이야.,내가 여태까지 머물렀던 숙소 중 가장 지저분했어요.,neutral
207,큰 창문과 귀여운 방이 인상적이었어요.,창문과 방 모두 귀여웠습니다.,contradiction
208,"당연한 것 같지만, 한 줄이 내 가슴에 와 닿는다.",한 단어를 제외하고는 대사가 정상이었다.,neutral
209,충돌로 가벼운 부상을 입은 강씨 외에는 부상자가 없었다.,강씨만 부상을 입었다.,entailment
210,호스트 아버지와 어머니는 정말 친절했어요.,호스트 아버지는 친절했을 뿐입니다.,contradiction
211,일본 정부가 지난 27일 폭발한 규슈(九州) 신모에다케 화산 인근 주민들에게 대피 권고를 한 것으로 알려졌다.,지난 27일 신모에케 화산이 폭발했다.,entailment
212,장선우 감독과 이정현 감독의 첫 번째이자 마지막 걸작.,장선우 감독과 이정현의 작품이다.,entailment
213,"손 소독이 끝난 후, 나는 천천히 앵무새를 바라보았다.",나는 손을 소독하고 앵무새를 보았다.,entailment
214,사진을 보는 것보다 더 깨끗하고 편해요.,나는 그것을 사진에서 본 적이 있다.,entailment
215,한혜진은 이 주장에 반대했다.,한희진 뿐만 아니라 다른 사람들도 이 주장에 반대했다.,neutral
216,육아코칭 서비스에 대한 자세한 사항은 부평구 잔디뿌리여성회관을 참조하거나 전화로 문의하면 된다.,전화로 문의하면 자동 응답으로 이어집니다.,neutral
217,최선정 선수가 정신병원에 입원하는 것으로 끝납니다.,최선정 정신 병원에 입원하면 끝납니다.,entailment
218,"도입계획에 따르면 현행 유가보조금 지급대상이 되는 모든 노선버스와 전세버스, 택시, 화물자동차에 우선 연료보조금 지급대상이 적용된다.",유가보조금은 한 달에 10만 원이다.,neutral
219,전쟁이 끝난 1953년 1인당 국민소득이 67달러에 불과했던 대한민국은 폐허에서 벗어나 국민소득 3만 달러가 넘는 세계 10대 경제강국으로 발전했다.,전쟁은 1953년에 끝났다.,entailment
220,하지만 전반적으로 매우 만족스러운 체류였습니다.,저는 숙소에 만족했습니다.,entailment
221,방 자체가 호텔처럼 매우 깔끔하고 고급스럽습니다.,호텔 같은 고급스러운 방입니다.,entailment
222,방송통신심의위원회 직원이 업무시간 중 김영오씨에 대한 악성 댓글을 작성한 사실이 확인됐기 때문이다.,방송통신심의위원회의 근무시간은 유동적이다.,neutral
223,다만 15일에도 인근 지역에 다시 많은 비가 내릴 것으로 보여 최악의 가능성도 배제하기 어렵다.,인근 지역에 또 한 차례 폭우가 쏟아질 것으로 예보됐다.,entailment
224,이에 발맞춰 주요 대기업들이 내년 4월부터 근무시간 중 흡연을 전면 금지하는 등 강화된 금연대책을 잇달아 내놓고 있다.,소프트뱅크는 근무시간 외 흡연을 전면 금지하고 있다.,contradiction
225,"온 나라가 총기 규제 법안에 대해 떠들썩한 가운데, 그녀는 자신의 신념에 따라 모두가 포기한 싸움에 돌입한다.",사람들은 총기 규제 법안에는 관심이 없다.,contradiction
226,우선 숙소는 사진과 같고 깔끔합니다.,사진과 달라서 짜증 나.,contradiction
227,아오리라면은 글래스홀딩스와의 관계를 정리하기로 했다고 언급하기도 했다.,아오리라멘이 유리홀딩스 논란으로 결별을 결정했다.,neutral
228,자세한 내용은 한국의 생태관광 이야기에서 찾을 수 있다.,자세한 내용은 안내 책자에서만 확인할 수 있습니다.,contradiction
229,그러기 위해서는 그 아픔을 서로 공유하는 사회적 합의가 필수다.,고통을 나누기 위해서는 사회적 합의가 필수적이다.,entailment
230,스캔론 플랜은 직원들의 잠재력을 극대화하고 업무 효율을 높여 경영성과를 높일 수 있는 기회를 제공하는 것이 목적이다.,Scanlon Plan의 목적은 관리 성능을 향상시키는 것입니다.,entailment
231,그동안 연수생 대부분은 인턴십 과정을 수료한 후 본인의 의지에 따라 학교에 진학하는 등 한국에서 취업하거나 새로운 분야의 진로를 모색하는 데 성공했다.,대부분의 연수생들이 취업에 실패했어요.,contradiction
232,상쾌한 아침 날씨는 버튼 시골에서의 그녀의 젊음을 떠올리게 한다.,그녀는 젊은 시절을 버튼의 시골에서 보냈다.,entailment
233,경기도 가평군은 올해 65세 이상 노인에게 지급되는 기초연금 선정 기준이 상향 조정됐다고 18일 밝혔다.,경기도 가평군이 기초연금 선정 기준을 조정했다고 밝혔다.,entailment
234,그리고 12월 31일에는 일본군 위안부 대책 협의회의 할머니들과 관계자들이 송년회를 열고 더 나은 새해를 기원했다.,송년회는 할머니들이 주최했다.,neutral
235,생각보다 간단했지만 흥미롭네요.,생각보다 쉽고 재미있었어.,entailment
236,세계 유일의 유엔군 묘지인 부산 유엔기념공원 국제관리위원회 위원장을 맡아 조안나 대사가 대표 수상자로 선정됐다.,전 세계에는 총 8개의 유엔군 묘지가 있다.,contradiction
237,이렇게 편리하고 깨끗한 에어비앤비는 처음 봐.,깨끗하고 편안한 에어비앤비였습니다.,entailment
238,온실가스 진단상담사가 취약가구를 대상으로 폭염대응 상품을 전달하고 비대면 유선전화를 최대한 활용해 행동요령을 안내한다.,유선전화뿐 아니라 다른 비대면 방식도 활용된다.,neutral
